Position_X,Position_Y,Speed_X,Speed_Y
0,27,4.700654864016368,-0.2586619445776153
1,0,6.760600888879548,0.22779071949829766
1,4,8.712990106200124,1.0879065598280484
1,8,5.403933828464416,0.3758807352482768
1,12,3.495879828616531,0.6054094489817368
1,16,5.613340140254265,0.4105026594933678
1,19,8.181670846856123,0.8846720360001546
1,23,5.862751706751514,0.7364257991664426
1,27,3.891909780587135,1.2514172643933419
2,0,7.136706136942479,0.5395266084921218
2,4,7.94763800718282,1.3746237999097084
2,8,5.2742008713037425,1.8476132703510846
2,12,3.932194850906715,1.1408976162741786
2,16,6.46397232838226,2.3506603107639448
2,19,7.295519866213569,0.9954235036382901
2,23,6.6299440237920155,0.05092452829000517
2,27,4.478229191603022,0.09898671069328843
3,0,7.9571675490272,0.5533846369254806
3,4,8.798658206388271,2.167292697051905
3,8,6.699962598932375,1.5888615998199014
3,12,3.6160607555577156,0.2969667736429548
3,16,7.007331337609316,1.0678137373470664
3,19,7.580964660777631,1.0943190413921224
3,23,6.055523657868724,0.7370900651909831
3,27,4.753541768644316,2.427079892476346
4,0,7.714481761149598,1.5731487277491538
4,4,8.009771809515827,0.8827107223099623
4,8,5.530371208709248,0.35575969842143146
4,12,5.644190823673264,0.6309642910632407
4,16,7.217213178831855,1.4430846807027478
4,19,8.821492014520182,0.2820443774014334
4,23,5.9322570019703775,0.9724447706392082
4,27,3.661778937666206,0.6148630903998938
5,0,5.8652020314024895,-0.20578149399926826
5,4,8.46881176342758,0.3258782038386736
5,8,5.973731800974843,-0.6493100658757479
5,12,4.679580003186975,-0.3374364149202632
5,16,7.574272740425796,0.09444792166197964
5,19,9.01028927732071,0.5582139839338565
5,23,5.956590026929723,0.9748630883824254
5,27,5.115554565567974,0.48623194629366373
6,0,7.118082544874857,-1.120883137531768
6,4,8.034789933487318,0.4406675617295625
6,8,5.915554014725355,-0.2907938718850159
6,12,4.941589970188706,-0.9226591708158023
6,16,7.077836004848837,-0.061024649944565815
6,19,8.342388002355506,-0.9767605792666266
6,23,7.838597450895462,0.019974083396028016
6,27,5.255784932388555,-0.5329000271529537
7,0,6.402090072087758,-1.0777270143680788
7,4,8.88783445195135,-2.174815552276223
7,8,6.269015470630702,-1.5166869711502184
7,12,4.428074594201805,-2.3010376818729528
7,16,8.025858858238125,-2.3548120027349726
7,19,8.691249530207587,-1.7888458322774847
7,23,6.611323445194097,-0.7790152385279456
7,27,4.14241398842019,-1.33330026487983
8,0,6.433382312123252,-1.419627603939296
8,4,8.822932053436336,-1.5814119523537618
8,8,5.04451201251049,-1.2206157010914223
8,12,4.343076502863255,-0.20562907615861048
8,16,6.748336220280054,-1.5471953517097687
8,19,8.573643993227991,-1.17728437562742
8,23,6.2000291536917285,-1.8150718922150242
8,27,4.39595751939572,-0.1892577857145722
9,0,6.767388230376787,-1.383094698467959
9,4,8.312716194855778,-0.015228557937290539
9,8,6.425901874026506,0.08236978491135807
9,12,3.5220383521159726,-1.8631603251224436
9,16,6.299495311907398,-0.3251410173305104
9,19,8.642405687742505,-0.07829456510120333
9,23,7.059060474182173,0.22857533174792505
9,27,3.981972822960053,-2.0136091937163023
10,0,6.594114743654901,0.2284232273208312
10,4,8.70554372658278,0.34682145396734665
10,8,6.6437410207560434,0.06483006219688196
10,12,4.383115807314315,-2.0832735701225373
10,16,5.800168130123708,-0.3678309263249316
10,19,9.264086212935169,-0.29313370491445434
10,23,6.704499847427085,-0.12179075618364688
10,27,5.007469507052045,-0.0675291784873777
11,0,7.4458270294551365,1.2052065849503248
11,4,7.737577979579756,0.9536800251891706
11,8,6.360665330441452,-0.047814465280895044
11,12,4.077817634754718,-0.2598324292173525
11,16,6.315166576881271,0.4565003521546415
11,19,7.448513721716664,0.11740545517611839
11,23,7.165828766985359,-0.14148541427681396
11,27,3.862993282285143,1.1046637853817434
12,0,6.995190529558995,1.7438225506148666
12,4,7.478731430884839,1.6445818298508275
12,8,6.101095814816833,1.2077563996553353
12,12,5.13051577670224,0.7107942579753906
12,16,7.050428871746023,0.8234980382901138
12,19,8.867866856794999,1.3658707032979396
12,23,5.51191799443785,0.9844219141922392
12,27,4.408217931585639,1.0839110116124435
13,0,6.579574110514268,1.7969617995402731
13,4,8.733746049551204,1.5110359585431523
13,8,6.366501512449759,0.6791623391774855
13,12,5.314595018054983,0.5511619752974244
13,16,6.315329804404117,2.0455789529772095
13,19,8.179810804394336,2.557383208175276
13,23,6.895129392865288,1.8810316922535872
13,27,3.9944995297584382,1.2216105629815608
14,0,6.789011900496078,1.289810197574894
14,4,8.556466138466416,2.0887008613179807
14,8,6.562585993436677,2.0737008282941183
14,12,5.526170576963363,1.7420342626408143
14,16,7.501968106710647,1.2214828921694163
14,19,8.282355882611087,0.08427608060964781
14,23,7.200060992709034,1.033036035008
14,27,4.5859613797491985,0.9353304408887774
15,0,6.717383828278325,-0.7652115868159065
15,4,8.860921258933596,0.6347623441591427
15,8,4.500868492148623,0.024147653902523998
15,12,5.127023728967135,0.2995986940175197
15,16,7.811121319376656,0.4178173601537946
15,19,8.231658125300926,0.6376509089728972
15,23,5.617653731290284,0.9657053425009687
15,27,3.386503593850951,-0.40882177060592084
16,0,7.4717025562194115,0.6958922975692585
16,4,9.997278753322856,-0.2332756488779255
16,8,7.574623523237029,-0.2544648452222573
16,12,4.183670321776606,-0.37269890956161483
16,16,5.352695473466551,0.02881552021491242
16,19,8.184271328725753,-0.25588462908638165
16,23,6.989120723217901,0.3282532264589374
16,27,5.4151023297580885,-0.36441614177628634
17,0,6.367116806190616,-0.8317768282536915
17,4,9.06207733000467,-0.9247535353373509
17,8,6.5567660992066035,-0.8280433660413689
17,12,3.8474375373071807,-0.6313003798135476
17,16,7.454716015131735,-0.6457098856190492
17,19,7.6310486207921455,-0.2730316261951152
17,23,7.800371653531858,-0.7677201447825741
17,27,3.925798226269288,-0.6947933199842067
18,0,6.703988533438925,-0.9030963993186063
18,4,7.854742156465116,-1.1730564200603242
18,8,5.8790898713474675,-1.1949067985432764
18,12,5.071191917889371,-1.1125053820158664
18,16,5.437190556609962,-1.16023546523131
18,19,8.547314214345848,-0.6542887607844381
18,23,6.68811407706338,-1.8559750724224042
18,27,4.5917730724235835,-1.253834451989368
19,0,5.945276329548034,-0.37853994825869974
19,4,9.174234524126641,-1.855435635600873
19,8,6.049048293204061,-2.376469658578702
19,12,4.804431503290601,-0.4672032551846155
19,16,7.154034225481549,-0.09767426675289675
19,19,9.514328039019652,-1.2246887979865289
19,23,7.231725543430338,-1.0152668959910585
19,27,4.414688486450701,-1.2803114441224526
